Sample	command
SRR1946006_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946006_fastp.html -j fastp_output/SRR1946006_pe_fastp.json -i SRR1946006_1.fastq.gz -I SRR1946006_2.fastq.gz -o trimmed_reads/SRR1946006_1_trim.fastq.gz -O trimmed_reads/SRR1946006_2_trim.fastq.gz 
SRR1946007_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946007_fastp.html -j fastp_output/SRR1946007_pe_fastp.json -i SRR1946007_1.fastq.gz -I SRR1946007_2.fastq.gz -o trimmed_reads/SRR1946007_1_trim.fastq.gz -O trimmed_reads/SRR1946007_2_trim.fastq.gz 
SRR1946008_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946008_fastp.html -j fastp_output/SRR1946008_pe_fastp.json -i SRR1946008_1.fastq.gz -I SRR1946008_2.fastq.gz -o trimmed_reads/SRR1946008_1_trim.fastq.gz -O trimmed_reads/SRR1946008_2_trim.fastq.gz 
SRR1946009_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946009_fastp.html -j fastp_output/SRR1946009_pe_fastp.json -i SRR1946009_1.fastq.gz -I SRR1946009_2.fastq.gz -o trimmed_reads/SRR1946009_1_trim.fastq.gz -O trimmed_reads/SRR1946009_2_trim.fastq.gz 
SRR1946010_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946010_fastp.html -j fastp_output/SRR1946010_pe_fastp.json -i SRR1946010_1.fastq.gz -I SRR1946010_2.fastq.gz -o trimmed_reads/SRR1946010_1_trim.fastq.gz -O trimmed_reads/SRR1946010_2_trim.fastq.gz 
SRR1946011_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946011_fastp.html -j fastp_output/SRR1946011_pe_fastp.json -i SRR1946011_1.fastq.gz -I SRR1946011_2.fastq.gz -o trimmed_reads/SRR1946011_1_trim.fastq.gz -O trimmed_reads/SRR1946011_2_trim.fastq.gz 
SRR1946012_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946012_fastp.html -j fastp_output/SRR1946012_pe_fastp.json -i SRR1946012_1.fastq.gz -I SRR1946012_2.fastq.gz -o trimmed_reads/SRR1946012_1_trim.fastq.gz -O trimmed_reads/SRR1946012_2_trim.fastq.gz 
SRR1946013_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946013_fastp.html -j fastp_output/SRR1946013_pe_fastp.json -i SRR1946013_1.fastq.gz -I SRR1946013_2.fastq.gz -o trimmed_reads/SRR1946013_1_trim.fastq.gz -O trimmed_reads/SRR1946013_2_trim.fastq.gz 
SRR1946014_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946014_fastp.html -j fastp_output/SRR1946014_pe_fastp.json -i SRR1946014_1.fastq.gz -I SRR1946014_2.fastq.gz -o trimmed_reads/SRR1946014_1_trim.fastq.gz -O trimmed_reads/SRR1946014_2_trim.fastq.gz 
SRR1946015_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946015_fastp.html -j fastp_output/SRR1946015_pe_fastp.json -i SRR1946015_1.fastq.gz -I SRR1946015_2.fastq.gz -o trimmed_reads/SRR1946015_1_trim.fastq.gz -O trimmed_reads/SRR1946015_2_trim.fastq.gz 
SRR1946016_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946016_fastp.html -j fastp_output/SRR1946016_pe_fastp.json -i SRR1946016_1.fastq.gz -I SRR1946016_2.fastq.gz -o trimmed_reads/SRR1946016_1_trim.fastq.gz -O trimmed_reads/SRR1946016_2_trim.fastq.gz 
SRR1946017_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946017_fastp.html -j fastp_output/SRR1946017_pe_fastp.json -i SRR1946017_1.fastq.gz -I SRR1946017_2.fastq.gz -o trimmed_reads/SRR1946017_1_trim.fastq.gz -O trimmed_reads/SRR1946017_2_trim.fastq.gz 
SRR1946018	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946018_fastp.html -j fastp_output/SRR1946018_se_fastp.json -i SRR1946018.fastq.gz -o trimmed_reads/SRR1946018_trim.fastq.gz 
SRR1946019	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946019_fastp.html -j fastp_output/SRR1946019_se_fastp.json -i SRR1946019.fastq.gz -o trimmed_reads/SRR1946019_trim.fastq.gz 
SRR1946020_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946020_fastp.html -j fastp_output/SRR1946020_pe_fastp.json -i SRR1946020_1.fastq.gz -I SRR1946020_2.fastq.gz -o trimmed_reads/SRR1946020_1_trim.fastq.gz -O trimmed_reads/SRR1946020_2_trim.fastq.gz 
SRR1946021_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946021_fastp.html -j fastp_output/SRR1946021_pe_fastp.json -i SRR1946021_1.fastq.gz -I SRR1946021_2.fastq.gz -o trimmed_reads/SRR1946021_1_trim.fastq.gz -O trimmed_reads/SRR1946021_2_trim.fastq.gz 
SRR1946022_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946022_fastp.html -j fastp_output/SRR1946022_pe_fastp.json -i SRR1946022_1.fastq.gz -I SRR1946022_2.fastq.gz -o trimmed_reads/SRR1946022_1_trim.fastq.gz -O trimmed_reads/SRR1946022_2_trim.fastq.gz 
SRR1946023_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946023_fastp.html -j fastp_output/SRR1946023_pe_fastp.json -i SRR1946023_1.fastq.gz -I SRR1946023_2.fastq.gz -o trimmed_reads/SRR1946023_1_trim.fastq.gz -O trimmed_reads/SRR1946023_2_trim.fastq.gz 
SRR1946024_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946024_fastp.html -j fastp_output/SRR1946024_pe_fastp.json -i SRR1946024_1.fastq.gz -I SRR1946024_2.fastq.gz -o trimmed_reads/SRR1946024_1_trim.fastq.gz -O trimmed_reads/SRR1946024_2_trim.fastq.gz 
SRR1946025_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946025_fastp.html -j fastp_output/SRR1946025_pe_fastp.json -i SRR1946025_1.fastq.gz -I SRR1946025_2.fastq.gz -o trimmed_reads/SRR1946025_1_trim.fastq.gz -O trimmed_reads/SRR1946025_2_trim.fastq.gz 
SRR1946026_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946026_fastp.html -j fastp_output/SRR1946026_pe_fastp.json -i SRR1946026_1.fastq.gz -I SRR1946026_2.fastq.gz -o trimmed_reads/SRR1946026_1_trim.fastq.gz -O trimmed_reads/SRR1946026_2_trim.fastq.gz 
SRR1946027_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946027_fastp.html -j fastp_output/SRR1946027_pe_fastp.json -i SRR1946027_1.fastq.gz -I SRR1946027_2.fastq.gz -o trimmed_reads/SRR1946027_1_trim.fastq.gz -O trimmed_reads/SRR1946027_2_trim.fastq.gz 
SRR1946028_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946028_fastp.html -j fastp_output/SRR1946028_pe_fastp.json -i SRR1946028_1.fastq.gz -I SRR1946028_2.fastq.gz -o trimmed_reads/SRR1946028_1_trim.fastq.gz -O trimmed_reads/SRR1946028_2_trim.fastq.gz 
SRR1946029_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946029_fastp.html -j fastp_output/SRR1946029_pe_fastp.json -i SRR1946029_1.fastq.gz -I SRR1946029_2.fastq.gz -o trimmed_reads/SRR1946029_1_trim.fastq.gz -O trimmed_reads/SRR1946029_2_trim.fastq.gz 
SRR1946030_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946030_fastp.html -j fastp_output/SRR1946030_pe_fastp.json -i SRR1946030_1.fastq.gz -I SRR1946030_2.fastq.gz -o trimmed_reads/SRR1946030_1_trim.fastq.gz -O trimmed_reads/SRR1946030_2_trim.fastq.gz 
SRR1946031_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946031_fastp.html -j fastp_output/SRR1946031_pe_fastp.json -i SRR1946031_1.fastq.gz -I SRR1946031_2.fastq.gz -o trimmed_reads/SRR1946031_1_trim.fastq.gz -O trimmed_reads/SRR1946031_2_trim.fastq.gz 
SRR1946032_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946032_fastp.html -j fastp_output/SRR1946032_pe_fastp.json -i SRR1946032_1.fastq.gz -I SRR1946032_2.fastq.gz -o trimmed_reads/SRR1946032_1_trim.fastq.gz -O trimmed_reads/SRR1946032_2_trim.fastq.gz 
SRR1946033_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946033_fastp.html -j fastp_output/SRR1946033_pe_fastp.json -i SRR1946033_1.fastq.gz -I SRR1946033_2.fastq.gz -o trimmed_reads/SRR1946033_1_trim.fastq.gz -O trimmed_reads/SRR1946033_2_trim.fastq.gz 
SRR1946034_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946034_fastp.html -j fastp_output/SRR1946034_pe_fastp.json -i SRR1946034_1.fastq.gz -I SRR1946034_2.fastq.gz -o trimmed_reads/SRR1946034_1_trim.fastq.gz -O trimmed_reads/SRR1946034_2_trim.fastq.gz 
SRR1946035_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946035_fastp.html -j fastp_output/SRR1946035_pe_fastp.json -i SRR1946035_1.fastq.gz -I SRR1946035_2.fastq.gz -o trimmed_reads/SRR1946035_1_trim.fastq.gz -O trimmed_reads/SRR1946035_2_trim.fastq.gz 
SRR1946036_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946036_fastp.html -j fastp_output/SRR1946036_pe_fastp.json -i SRR1946036_1.fastq.gz -I SRR1946036_2.fastq.gz -o trimmed_reads/SRR1946036_1_trim.fastq.gz -O trimmed_reads/SRR1946036_2_trim.fastq.gz 
SRR1946037_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946037_fastp.html -j fastp_output/SRR1946037_pe_fastp.json -i SRR1946037_1.fastq.gz -I SRR1946037_2.fastq.gz -o trimmed_reads/SRR1946037_1_trim.fastq.gz -O trimmed_reads/SRR1946037_2_trim.fastq.gz 
SRR1946038_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946038_fastp.html -j fastp_output/SRR1946038_pe_fastp.json -i SRR1946038_1.fastq.gz -I SRR1946038_2.fastq.gz -o trimmed_reads/SRR1946038_1_trim.fastq.gz -O trimmed_reads/SRR1946038_2_trim.fastq.gz 
SRR1946039_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946039_fastp.html -j fastp_output/SRR1946039_pe_fastp.json -i SRR1946039_1.fastq.gz -I SRR1946039_2.fastq.gz -o trimmed_reads/SRR1946039_1_trim.fastq.gz -O trimmed_reads/SRR1946039_2_trim.fastq.gz 
SRR1946040_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946040_fastp.html -j fastp_output/SRR1946040_pe_fastp.json -i SRR1946040_1.fastq.gz -I SRR1946040_2.fastq.gz -o trimmed_reads/SRR1946040_1_trim.fastq.gz -O trimmed_reads/SRR1946040_2_trim.fastq.gz 
SRR1946041_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946041_fastp.html -j fastp_output/SRR1946041_pe_fastp.json -i SRR1946041_1.fastq.gz -I SRR1946041_2.fastq.gz -o trimmed_reads/SRR1946041_1_trim.fastq.gz -O trimmed_reads/SRR1946041_2_trim.fastq.gz 
SRR1946042_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946042_fastp.html -j fastp_output/SRR1946042_pe_fastp.json -i SRR1946042_1.fastq.gz -I SRR1946042_2.fastq.gz -o trimmed_reads/SRR1946042_1_trim.fastq.gz -O trimmed_reads/SRR1946042_2_trim.fastq.gz 
SRR1946043_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946043_fastp.html -j fastp_output/SRR1946043_pe_fastp.json -i SRR1946043_1.fastq.gz -I SRR1946043_2.fastq.gz -o trimmed_reads/SRR1946043_1_trim.fastq.gz -O trimmed_reads/SRR1946043_2_trim.fastq.gz 
SRR1946044_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946044_fastp.html -j fastp_output/SRR1946044_pe_fastp.json -i SRR1946044_1.fastq.gz -I SRR1946044_2.fastq.gz -o trimmed_reads/SRR1946044_1_trim.fastq.gz -O trimmed_reads/SRR1946044_2_trim.fastq.gz 
SRR1946045_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946045_fastp.html -j fastp_output/SRR1946045_pe_fastp.json -i SRR1946045_1.fastq.gz -I SRR1946045_2.fastq.gz -o trimmed_reads/SRR1946045_1_trim.fastq.gz -O trimmed_reads/SRR1946045_2_trim.fastq.gz 
SRR1946046_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946046_fastp.html -j fastp_output/SRR1946046_pe_fastp.json -i SRR1946046_1.fastq.gz -I SRR1946046_2.fastq.gz -o trimmed_reads/SRR1946046_1_trim.fastq.gz -O trimmed_reads/SRR1946046_2_trim.fastq.gz 
SRR1946047_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946047_fastp.html -j fastp_output/SRR1946047_pe_fastp.json -i SRR1946047_1.fastq.gz -I SRR1946047_2.fastq.gz -o trimmed_reads/SRR1946047_1_trim.fastq.gz -O trimmed_reads/SRR1946047_2_trim.fastq.gz 
SRR1946048_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946048_fastp.html -j fastp_output/SRR1946048_pe_fastp.json -i SRR1946048_1.fastq.gz -I SRR1946048_2.fastq.gz -o trimmed_reads/SRR1946048_1_trim.fastq.gz -O trimmed_reads/SRR1946048_2_trim.fastq.gz 
SRR1946049_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946049_fastp.html -j fastp_output/SRR1946049_pe_fastp.json -i SRR1946049_1.fastq.gz -I SRR1946049_2.fastq.gz -o trimmed_reads/SRR1946049_1_trim.fastq.gz -O trimmed_reads/SRR1946049_2_trim.fastq.gz 
SRR1946050_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946050_fastp.html -j fastp_output/SRR1946050_pe_fastp.json -i SRR1946050_1.fastq.gz -I SRR1946050_2.fastq.gz -o trimmed_reads/SRR1946050_1_trim.fastq.gz -O trimmed_reads/SRR1946050_2_trim.fastq.gz 
SRR1946051_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946051_fastp.html -j fastp_output/SRR1946051_pe_fastp.json -i SRR1946051_1.fastq.gz -I SRR1946051_2.fastq.gz -o trimmed_reads/SRR1946051_1_trim.fastq.gz -O trimmed_reads/SRR1946051_2_trim.fastq.gz 
SRR1946052_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946052_fastp.html -j fastp_output/SRR1946052_pe_fastp.json -i SRR1946052_1.fastq.gz -I SRR1946052_2.fastq.gz -o trimmed_reads/SRR1946052_1_trim.fastq.gz -O trimmed_reads/SRR1946052_2_trim.fastq.gz 
SRR1946053_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946053_fastp.html -j fastp_output/SRR1946053_pe_fastp.json -i SRR1946053_1.fastq.gz -I SRR1946053_2.fastq.gz -o trimmed_reads/SRR1946053_1_trim.fastq.gz -O trimmed_reads/SRR1946053_2_trim.fastq.gz 
SRR1946054_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946054_fastp.html -j fastp_output/SRR1946054_pe_fastp.json -i SRR1946054_1.fastq.gz -I SRR1946054_2.fastq.gz -o trimmed_reads/SRR1946054_1_trim.fastq.gz -O trimmed_reads/SRR1946054_2_trim.fastq.gz 
SRR1946055_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946055_fastp.html -j fastp_output/SRR1946055_pe_fastp.json -i SRR1946055_1.fastq.gz -I SRR1946055_2.fastq.gz -o trimmed_reads/SRR1946055_1_trim.fastq.gz -O trimmed_reads/SRR1946055_2_trim.fastq.gz 
SRR1946056_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946056_fastp.html -j fastp_output/SRR1946056_pe_fastp.json -i SRR1946056_1.fastq.gz -I SRR1946056_2.fastq.gz -o trimmed_reads/SRR1946056_1_trim.fastq.gz -O trimmed_reads/SRR1946056_2_trim.fastq.gz 
SRR1946057_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946057_fastp.html -j fastp_output/SRR1946057_pe_fastp.json -i SRR1946057_1.fastq.gz -I SRR1946057_2.fastq.gz -o trimmed_reads/SRR1946057_1_trim.fastq.gz -O trimmed_reads/SRR1946057_2_trim.fastq.gz 
SRR1946058_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946058_fastp.html -j fastp_output/SRR1946058_pe_fastp.json -i SRR1946058_1.fastq.gz -I SRR1946058_2.fastq.gz -o trimmed_reads/SRR1946058_1_trim.fastq.gz -O trimmed_reads/SRR1946058_2_trim.fastq.gz 
SRR1946059_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946059_fastp.html -j fastp_output/SRR1946059_pe_fastp.json -i SRR1946059_1.fastq.gz -I SRR1946059_2.fastq.gz -o trimmed_reads/SRR1946059_1_trim.fastq.gz -O trimmed_reads/SRR1946059_2_trim.fastq.gz 
SRR1946060_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946060_fastp.html -j fastp_output/SRR1946060_pe_fastp.json -i SRR1946060_1.fastq.gz -I SRR1946060_2.fastq.gz -o trimmed_reads/SRR1946060_1_trim.fastq.gz -O trimmed_reads/SRR1946060_2_trim.fastq.gz 
SRR1946061_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946061_fastp.html -j fastp_output/SRR1946061_pe_fastp.json -i SRR1946061_1.fastq.gz -I SRR1946061_2.fastq.gz -o trimmed_reads/SRR1946061_1_trim.fastq.gz -O trimmed_reads/SRR1946061_2_trim.fastq.gz 
SRR1946062_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946062_fastp.html -j fastp_output/SRR1946062_pe_fastp.json -i SRR1946062_1.fastq.gz -I SRR1946062_2.fastq.gz -o trimmed_reads/SRR1946062_1_trim.fastq.gz -O trimmed_reads/SRR1946062_2_trim.fastq.gz 
SRR1946063_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946063_fastp.html -j fastp_output/SRR1946063_pe_fastp.json -i SRR1946063_1.fastq.gz -I SRR1946063_2.fastq.gz -o trimmed_reads/SRR1946063_1_trim.fastq.gz -O trimmed_reads/SRR1946063_2_trim.fastq.gz 
SRR1946064_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946064_fastp.html -j fastp_output/SRR1946064_pe_fastp.json -i SRR1946064_1.fastq.gz -I SRR1946064_2.fastq.gz -o trimmed_reads/SRR1946064_1_trim.fastq.gz -O trimmed_reads/SRR1946064_2_trim.fastq.gz 
SRR1946065_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946065_fastp.html -j fastp_output/SRR1946065_pe_fastp.json -i SRR1946065_1.fastq.gz -I SRR1946065_2.fastq.gz -o trimmed_reads/SRR1946065_1_trim.fastq.gz -O trimmed_reads/SRR1946065_2_trim.fastq.gz 
SRR1946066_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946066_fastp.html -j fastp_output/SRR1946066_pe_fastp.json -i SRR1946066_1.fastq.gz -I SRR1946066_2.fastq.gz -o trimmed_reads/SRR1946066_1_trim.fastq.gz -O trimmed_reads/SRR1946066_2_trim.fastq.gz 
SRR1946067_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946067_fastp.html -j fastp_output/SRR1946067_pe_fastp.json -i SRR1946067_1.fastq.gz -I SRR1946067_2.fastq.gz -o trimmed_reads/SRR1946067_1_trim.fastq.gz -O trimmed_reads/SRR1946067_2_trim.fastq.gz 
SRR1946068_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946068_fastp.html -j fastp_output/SRR1946068_pe_fastp.json -i SRR1946068_1.fastq.gz -I SRR1946068_2.fastq.gz -o trimmed_reads/SRR1946068_1_trim.fastq.gz -O trimmed_reads/SRR1946068_2_trim.fastq.gz 
SRR1946069_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946069_fastp.html -j fastp_output/SRR1946069_pe_fastp.json -i SRR1946069_1.fastq.gz -I SRR1946069_2.fastq.gz -o trimmed_reads/SRR1946069_1_trim.fastq.gz -O trimmed_reads/SRR1946069_2_trim.fastq.gz 
SRR1946070_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946070_fastp.html -j fastp_output/SRR1946070_pe_fastp.json -i SRR1946070_1.fastq.gz -I SRR1946070_2.fastq.gz -o trimmed_reads/SRR1946070_1_trim.fastq.gz -O trimmed_reads/SRR1946070_2_trim.fastq.gz 
SRR1946071_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946071_fastp.html -j fastp_output/SRR1946071_pe_fastp.json -i SRR1946071_1.fastq.gz -I SRR1946071_2.fastq.gz -o trimmed_reads/SRR1946071_1_trim.fastq.gz -O trimmed_reads/SRR1946071_2_trim.fastq.gz 
SRR1946072_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946072_fastp.html -j fastp_output/SRR1946072_pe_fastp.json -i SRR1946072_1.fastq.gz -I SRR1946072_2.fastq.gz -o trimmed_reads/SRR1946072_1_trim.fastq.gz -O trimmed_reads/SRR1946072_2_trim.fastq.gz 
SRR1946073_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946073_fastp.html -j fastp_output/SRR1946073_pe_fastp.json -i SRR1946073_1.fastq.gz -I SRR1946073_2.fastq.gz -o trimmed_reads/SRR1946073_1_trim.fastq.gz -O trimmed_reads/SRR1946073_2_trim.fastq.gz 
SRR1946074_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946074_fastp.html -j fastp_output/SRR1946074_pe_fastp.json -i SRR1946074_1.fastq.gz -I SRR1946074_2.fastq.gz -o trimmed_reads/SRR1946074_1_trim.fastq.gz -O trimmed_reads/SRR1946074_2_trim.fastq.gz 
SRR1946075_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946075_fastp.html -j fastp_output/SRR1946075_pe_fastp.json -i SRR1946075_1.fastq.gz -I SRR1946075_2.fastq.gz -o trimmed_reads/SRR1946075_1_trim.fastq.gz -O trimmed_reads/SRR1946075_2_trim.fastq.gz 
SRR1946076_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946076_fastp.html -j fastp_output/SRR1946076_pe_fastp.json -i SRR1946076_1.fastq.gz -I SRR1946076_2.fastq.gz -o trimmed_reads/SRR1946076_1_trim.fastq.gz -O trimmed_reads/SRR1946076_2_trim.fastq.gz 
SRR1946077_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946077_fastp.html -j fastp_output/SRR1946077_pe_fastp.json -i SRR1946077_1.fastq.gz -I SRR1946077_2.fastq.gz -o trimmed_reads/SRR1946077_1_trim.fastq.gz -O trimmed_reads/SRR1946077_2_trim.fastq.gz 
SRR1946078_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946078_fastp.html -j fastp_output/SRR1946078_pe_fastp.json -i SRR1946078_1.fastq.gz -I SRR1946078_2.fastq.gz -o trimmed_reads/SRR1946078_1_trim.fastq.gz -O trimmed_reads/SRR1946078_2_trim.fastq.gz 
SRR1946079_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946079_fastp.html -j fastp_output/SRR1946079_pe_fastp.json -i SRR1946079_1.fastq.gz -I SRR1946079_2.fastq.gz -o trimmed_reads/SRR1946079_1_trim.fastq.gz -O trimmed_reads/SRR1946079_2_trim.fastq.gz 
SRR1946080_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946080_fastp.html -j fastp_output/SRR1946080_pe_fastp.json -i SRR1946080_1.fastq.gz -I SRR1946080_2.fastq.gz -o trimmed_reads/SRR1946080_1_trim.fastq.gz -O trimmed_reads/SRR1946080_2_trim.fastq.gz 
SRR1946081_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946081_fastp.html -j fastp_output/SRR1946081_pe_fastp.json -i SRR1946081_1.fastq.gz -I SRR1946081_2.fastq.gz -o trimmed_reads/SRR1946081_1_trim.fastq.gz -O trimmed_reads/SRR1946081_2_trim.fastq.gz 
SRR1946082_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946082_fastp.html -j fastp_output/SRR1946082_pe_fastp.json -i SRR1946082_1.fastq.gz -I SRR1946082_2.fastq.gz -o trimmed_reads/SRR1946082_1_trim.fastq.gz -O trimmed_reads/SRR1946082_2_trim.fastq.gz 
SRR1946083_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946083_fastp.html -j fastp_output/SRR1946083_pe_fastp.json -i SRR1946083_1.fastq.gz -I SRR1946083_2.fastq.gz -o trimmed_reads/SRR1946083_1_trim.fastq.gz -O trimmed_reads/SRR1946083_2_trim.fastq.gz 
SRR1946084_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1946084_fastp.html -j fastp_output/SRR1946084_pe_fastp.json -i SRR1946084_1.fastq.gz -I SRR1946084_2.fastq.gz -o trimmed_reads/SRR1946084_1_trim.fastq.gz -O trimmed_reads/SRR1946084_2_trim.fastq.gz 
